"run_name";"run_date";"product_code";"sp_code";"ifrs17_group";"projection_month";"premium_income";"premium_not_received_lapse";"commission";"renewal_commission";"claw_back";"non_life_claims_outgo";"death_outgo";"accidental_death_outgo";"cash_back_on_survival";"cash_back_on_death";"disability_outgo";"retrenchment_outgo";"rider";"rider_adjusted";"initial_expenses";"renewal_expenses";"net_cash_flow";"reserves";"change_in_reserves";"investment_income";"profit";"coverage_units";"discounted_premium_income";"discounted_premium_not_received";"discounted_commission";"discounted_claw_back";"discounted_death_outgo";"discounted_accidental_death_outgo";"discounted_morbidity_outgo";"discounted_outgo";"discounted_cash_back_on_survival";"discounted_cash_back_on_death";"discounted_rider";"discounted_initial_expenses";"discounted_renewal_expenses";"discounted_profit";"discounted_annuity_factor";"discounted_cash_outflow";"discounted_cash_outflow_excl_acquisition";"discounted_acquisition_cost";"discounted_cash_inflow";"sum_coverage_units";"discounted_coverage_units";"ceded_sum_assured";"reinsurance_premium";"reinsurance_ceding_commission";"reinsurance_claims";"net_reinsurance_cashflow";"discounted_net_reinsurance_cashflow";"discounted_reinsurance_premium";"discounted_reinsurance_ceding_commission";"discounted_reinsurance_claims";"run_basis"
"ManualSAP01";"2022-06";"FE_001";0;"202112N";11;25527.347691200033;0.0;0.0;0.0;0.0;0.0;20088.457499999968;2232.0416300000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1495.135863900001;-1711.7126972999995;-77335.53129539998;1285.3899603999985;-486.1827275000001;-142.48226500000007;8652934.7429;1011156.4648448998;0.0;0.0;0.0;770680.7386242007;85630.82590790001;0.0;0.0;0.0;0.0;0.0;0.0;77509.36901740005;0.0;0.0;933820.9335495003;933820.9335495003;0.0;1011156.4648448998;431961478.1984995;320825270.51744974;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";12;24835.103660299992;0.0;0.0;0.0;0.0;0.0;19572.903040000005;2174.7738199999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1462.7880771;-1624.6387231999993;-76050.14133499995;1314.2582950000008;-467.34873810000005;-128.09996699999994;8408995.882249996;992522.0350714003;0.0;0.0;0.0;755952.8486999997;83994.38457030001;0.0;0.0;0.0;0.0;0.0;0.0;76524.66046610002;0.0;0.0;916471.8937363996;916471.8937363996;0.0;992522.0350714003;423552482.31624967;314433196.254882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";13;24194.241713399984;0.0;0.0;0.0;0.0;0.0;19007.97783000001;2112.0098000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1432.5239763000002;-1641.7301070999995;-74735.88304000004;1340.1981910999993;-459.2722640000001;-131.80045099999998;8182551.499950007;974278.4301945003;0.0;0.0;0.0;741590.4060900005;82398.5430358;0.0;0.0;0.0;0.0;0.0;0.0;75553.59802870001;0.0;0.0;899542.5471544997;899542.5471544997;0.0;974278.4301945003;415369930.8162999;308182921.99916655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";14;23571.521513099997;0.0;0.0;0.0;0.0;0.0;18454.658210000005;2050.5317800000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1403.0920760000001;-1663.2394470999996;-73395.68484889997;1337.790743299999;-451.03638290000026;-127.99512499999992;7962272.859349996;956549.2604033004;0.0;0.0;0.0;727693.0219950004;80854.37264320008;0.0;0.0;0.0;0.0;0.0;0.0;74606.18091619997;0.0;0.0;883153.5755544003;883153.5755544003;0.0;956549.2604033004;407407657.9569503;302114516.7540929;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";15;22964.864017099997;0.0;0.0;0.0;0.0;0.0;17941.01148000001;1993.4378200000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1374.2676563999996;-1656.147060700002;-72057.89410559995;1245.1343681999992;-433.70999650000033;-115.35367799999996;7751356.483899997;939321.5256278004;0.0;0.0;0.0;714223.8814356002;79357.80686400001;0.0;0.0;0.0;0.0;0.0;0.0;73681.9432226;0.0;0.0;867263.6315222001;867263.6315222001;0.0;939321.5256278004;399656301.47305036;296219735.88889253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";16;22378.81132380001;0.0;0.0;0.0;0.0;0.0;17532.368690000003;1948.0292600000007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1346.1626340000005;-1552.2507398000007;-70812.7597374;1136.4731027999997;-426.2156443999999;-119.099281;7550514.099200002;922461.7101919994;0.0;0.0;0.0;700990.3621751999;77887.42512050003;0.0;0.0;0.0;0.0;0.0;0.0;72771.1631589;0.0;0.0;851648.9504546011;851648.9504546011;0.0;922461.7101919994;392105787.3738498;290452141.7898779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";17;21824.276517599996;0.0;0.0;0.0;0.0;0.0;17158.70915;1906.4812500000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1319.8119009999996;-1439.2742165999998;-69676.28663460002;1119.9411912000003;-419.37531529999984;-116.57420600000002;7350064.4515;906058.2895420999;0.0;0.0;0.0;688050.8510910001;76449.7412897;0.0;0.0;0.0;0.0;0.0;0.0;71881.41052680001;0.0;0.0;836382.0029074996;836382.0029074996;0.0;906058.2895420999;384755722.9223497;284850282.70740825;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";18;21303.137853800017;0.0;0.0;0.0;0.0;0.0;16730.250649999998;1858.913670000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1295.0837095999996;-1418.8898242;-68556.34544339996;1115.6935117999994;-406.9715663;-108.02293799999994;7168659.238599998;890080.4135259;0.0;0.0;0.0;675461.9167503;75050.97174990001;0.0;0.0;0.0;0.0;0.0;0.0;71011.17958229997;0.0;0.0;821524.0680825002;821524.0680825002;0.0;890080.4135259;377587063.68375;279396111.7508716;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";19;20803.650633099995;0.0;0.0;0.0;0.0;0.0;16313.088160000001;1812.5853700000011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1271.2622933000005;-1406.7148097999993;-67440.65193160002;1110.5197354000002;-400.3484660000003;-109.32718099999998;6994837.1966;874437.0572948001;0.0;0.0;0.0;663158.5784143996;73683.912047;0.0;0.0;0.0;0.0;0.0;0.0;70153.91490179994;0.0;0.0;806996.4053632003;806996.4053632003;0.0;874437.0572948001;370592226.4871498;274059855.8632263;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";20;20323.379880900004;0.0;0.0;0.0;0.0;0.0;15909.63219000002;1767.7536700000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1248.3610029000004;-1397.633018000001;-66330.1321962;1082.4195859999998;-393.75607960000025;-106.64279699999999;6830621.465800002;859183.9590731004;0.0;0.0;0.0;651185.6596449001;72353.56875809991;0.0;0.0;0.0;0.0;0.0;0.0;69314.5984739;0.0;0.0;792853.8268768998;792853.8268768998;0.0;859183.9590731004;363761605.0213501;268856138.0490963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";21;19861.889237200012;0.0;0.0;0.0;0.0;0.0;15542.955059999995;1726.9991200000009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1226.3854795000004;-1365.549577700001;-65247.712610199975;1054.1888589000012;-383.28704;-100.15705499999999;6669046.830800007;844304.5439596002;0.0;0.0;0.0;639508.3430757995;71056.08269089999;0.0;0.0;0.0;0.0;0.0;0.0;68492.40558270001;0.0;0.0;779056.8313493996;779056.8313493996;0.0;844304.5439596002;357092558.1905504;263783103.99947584;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";22;19419.661993499998;0.0;0.0;0.0;0.0;0.0;15195.565860000002;1688.3636599999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1205.2541423999992;-1330.4783311000006;-64193.52375129997;1042.0837999000012;-377.09437859999997;-100.8048899999999;6514589.25555;829730.5335878002;0.0;0.0;0.0;628069.4646133002;69785.12639279995;0.0;0.0;0.0;0.0;0.0;0.0;67682.41883039997;0.0;0.0;765537.0098365;765537.0098365;0.0;829730.5335878002;350577968.9349995;258818065.5404908;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";23;18999.834988000006;0.0;0.0;0.0;0.0;0.0;14850.040979999987;1650.0288800000012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1185.2359058;-1314.5292221999998;-63151.43995139995;999.1409682999998;-370.97282829999943;-98.52739499999996;6365531.997000009;815493.2037819999;0.0;0.0;0.0;616908.9152065;68545.0388503;0.0;0.0;0.0;0.0;0.0;0.0;66887.8097738;0.0;0.0;752341.7638306007;752341.7638306007;0.0;815493.2037819999;344212436.938;253972918.03189266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";24;18597.46824530001;0.0;0.0;0.0;0.0;0.0;14547.34791;1616.3586200000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1166.0459660999995;-1267.7157492000003;-62152.2989831;1025.5671083999996;-364.7002666999996;-96.12548700000002;6225637.788300003;801576.9694856999;0.0;0.0;0.0;605985.4980434005;67331.3368756;0.0;0.0;0.0;0.0;0.0;0.0;66107.83558359998;0.0;0.0;739424.6705025999;739424.6705025999;0.0;801576.9694856999;337986799.1496998;249239202.7036562;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";25;18214.41137029999;0.0;0.0;0.0;0.0;0.0;14198.911219999996;1577.660040000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1147.7175081;-1290.1226022000008;-61126.73187469999;1052.0003672000005;-358.6823934999996;-94.12690100000003;6090117.67265;787959.2108194003;0.0;0.0;0.0;595342.4178365006;66148.76690990002;0.0;0.0;0.0;0.0;0.0;0.0;65341.294198299984;0.0;0.0;726832.4789447002;726832.4789447002;0.0;787959.2108194003;331896681.4770497;244611582.87852657;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";26;17839.7775978;0.0;0.0;0.0;0.0;0.0;13857.643440000007;1539.7535499999983;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1129.7497563000002;-1312.6308514999987;-60074.73150750001;1059.8345187000002;-352.5094153000002;-91.87892599999994;5957591.870849999;774638.3772769999;0.0;0.0;0.0;584978.1534280006;64997.16429359999;0.0;0.0;0.0;0.0;0.0;0.0;64588.32804789998;0.0;0.0;714563.6457694999;714563.6457694999;0.0;774638.3772769999;325939089.6062001;240089334.68378234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";27;17472.86226820001;0.0;0.0;0.0;0.0;0.0;13540.02052;1504.436100000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1112.0643936000004;-1316.3412545999986;-59014.896988800036;991.8347266999995;-347.4659162000003;-90.95917800000005;5824098.777100007;761608.4474372006;0.0;0.0;0.0;574870.6960067002;63874.12169819998;0.0;0.0;0.0;0.0;0.0;0.0;63848.73274349997;0.0;0.0;702593.5504483996;702593.5504483996;0.0;761608.4474372006;320114990.8290998;235674043.7161228;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";28;17117.148233200005;0.0;0.0;0.0;0.0;0.0;13299.53622000001;1477.7388200000012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1094.9077548999999;-1244.9654383;-58023.06226209993;925.0613691000008;-341.62622380000005;-88.49551100000002;5694436.2300999975;748874.6899125999;0.0;0.0;0.0;564955.8640395001;62772.458772900056;0.0;0.0;0.0;0.0;0.0;0.0;63123.304838100026;0.0;0.0;690851.6276504998;690851.6276504998;0.0;748874.6899125999;314420554.59900033;231367201.15515226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";29;16780.8144712;0.0;0.0;0.0;0.0;0.0;13074.877520000002;1452.7663599999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1078.9320108000002;-1174.2385803999996;-57098.000893000004;924.0088756000001;-336.1796791999999;-87.002478;5567129.519350001;736404.2730169002;0.0;0.0;0.0;555207.3145608004;61689.28197460006;0.0;0.0;0.0;0.0;0.0;0.0;62409.67558850003;0.0;0.0;679306.2721239002;679306.2721239002;0.0;736404.2730169002;308853425.07965016;227162307.62286627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";30;16465.523562799997;0.0;0.0;0.0;0.0;0.0;12808.782839999996;1423.1809400000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1064.0514940000003;-1169.508288800001;-56173.9920174;921.6314301000001;-333.56391510000014;-88.064509;5445139.309350002;724177.5804902;0.0;0.0;0.0;545667.462582;60629.31310390003;0.0;0.0;0.0;0.0;0.0;0.0;61706.81278690001;0.0;0.0;668003.5884727997;668003.5884727997;0.0;724177.5804902;303408285.7702998;223054646.87056047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";31;16162.905259199993;0.0;0.0;0.0;0.0;0.0;12552.854549999987;1394.7430499999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1049.8543519999996;-1165.453307200001;-55252.36058730001;924.4599121000003;-328.09122199999996;-84.26934000000001;5336097.004849997;712218.9010304;0.0;0.0;0.0;536354.8081368002;59594.58988289999;0.0;0.0;0.0;0.0;0.0;0.0;61017.14242340001;0.0;0.0;656966.5404430998;656966.5404430998;0.0;712218.9010304;298072188.7654499;219043059.27768248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";32;15871.332043199993;0.0;0.0;0.0;0.0;0.0;12303.605929999989;1367.0469;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1036.2197041999996;-1164.4595089999993;-54327.900675200006;916.903256299999;-322.60173289999966;-82.60213999999989;5235420.217200003;700482.5149392999;0.0;0.0;0.0;527236.1033139003;58581.41857549994;0.0;0.0;0.0;0.0;0.0;0.0;60337.092374700005;0.0;0.0;646154.6142641;646154.6142641;0.0;700482.5149392999;292836768.5482501;215108327.46895403;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";33;15590.6541246;0.0;0.0;0.0;0.0;0.0;12073.004100000002;1341.486490000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1023.1610312999998;-1153.0025033000002;-53410.997418900006;894.9641825000003;-319.63934999999964;-83.54010199999993;5132930.057300001;688958.7822102999;0.0;0.0;0.0;518293.8530036;57587.79141659998;0.0;0.0;0.0;0.0;0.0;0.0;59666.140371199974;0.0;0.0;635547.7847914002;635547.7847914002;0.0;688958.7822102999;287703838.49095017;211252721.1900362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";34;15321.380030700004;0.0;0.0;0.0;0.0;0.0;11863.483099999989;1318.2078099999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1010.7280162999999;-1128.9611044000005;-52516.03323639999;889.9553150000002;-314.2834158;-80.286493;5042328.139699998;677668.8007962998;0.0;0.0;0.0;509532.1114568;56614.21907590001;0.0;0.0;0.0;0.0;0.0;0.0;59006.437027199994;0.0;0.0;625152.7675599006;625152.7675599006;0.0;677668.8007962998;282661510.35125;207474639.84733063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";35;15065.965063100008;0.0;0.0;0.0;0.0;0.0;11652.161360000002;1294.719920000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;999.0289558000003;-1120.054827300001;-51626.07792140001;867.6017040000003;-308.9574580000004;-78.85794899999996;4952283.00955;666568.1977316004;0.0;0.0;0.0;500929.25680400047;55658.308260000034;0.0;0.0;0.0;0.0;0.0;0.0;58354.55474619999;0.0;0.0;614942.1198102001;614942.1198102001;0.0;666568.1977316004;277709227.3417001;203763993.6195789;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";36;14820.953432;0.0;0.0;0.0;0.0;0.0;11465.352110000007;1273.9761800000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;987.8505048999998;-1093.7746370999998;-50758.47621740003;890.9549122999994;-306.54894160000015;-80.37600399999995;4870216.733700003;655647.6407601002;0.0;0.0;0.0;492461.72741980036;54717.42051359997;0.0;0.0;0.0;0.0;0.0;0.0;57710.01660930004;0.0;0.0;604889.1645426999;604889.1645426999;0.0;655647.6407601002;272839010.608;200113207.21948522;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";37;14587.863035800001;0.0;0.0;0.0;0.0;0.0;11245.720239999991;1249.551190000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;977.2869824999999;-1115.3046233;-49867.52130509997;916.7690508999999;-301.16814060000013;-76.81842700000003;4787867.134349997;644931.3714217003;0.0;0.0;0.0;484190.16307999997;53798.32777330005;0.0;0.0;0.0;0.0;0.0;0.0;57075.35926330002;0.0;0.0;595063.8501165998;595063.8501165998;0.0;644931.3714217003;268051143.47364956;196533896.6951676;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";38;14358.830047999993;0.0;0.0;0.0;0.0;0.0;11029.390889999999;1225.4874799999993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;966.8932769;-1137.0584011;-48950.75225420002;923.2401311999996;-295.6314382999998;-75.3420840000001;4706943.6640000045;634380.7988271;0.0;0.0;0.0;476084.9730978002;52897.74800760003;0.0;0.0;0.0;0.0;0.0;0.0;56447.325467500006;0.0;0.0;585430.0465728996;585430.0465728996;0.0;634380.7988271;263344199.80964994;193013892.88009942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
"ManualSAP01";"2022-06";"FE_001";0;"202112N";39;14133.401210500002;0.0;0.0;0.0;0.0;0.0;10833.766589999994;1203.731690000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;956.6108031000002;-1139.2921274;-48027.512123000015;877.4525679000003;-291.92624319999976;-75.87424699999994;4624127.4684500005;623993.2977630997;0.0;0.0;0.0;468126.4572191002;52013.485102100036;0.0;0.0;0.0;0.0;0.0;0.0;55825.843318900006;0.0;0.0;575965.7856401001;575965.7856401001;0.0;623993.2977630997;258720072.34119973;189555446.67431775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;""
